id,Balkón / loggia,Cena,Identifikačné číslo:,Kategória,Pivnica,Ulica,Úžitková plocha,Výťah,Lokalita,Poschodie,Stav nehnuteľnosti:,Materiál,Stav,Zastavaná plocha
5120202,Nie,"148 000,00 EUR",670557,2 izbový byt / Predaj,Nie,Floglova,51 m2,Áno,Staré Mesto,1 / 6,NA,tehla,pôvodný,NA
5124270,Áno,"199 999,00 EUR",20543,3 izbový byt / Predaj,Áno,Tupého,98 m2,Áno,Nové Mesto,NA,Novostavba,NA,NA,NA
5139121,Nie,"89 990,00 EUR",20757,2 izbový byt / Predaj,Áno,Kpt. Rašu,52 m2,Áno,Dúbravka,NA,NA,NA,kompletná rekonštrukcia,NA
5140452,Áno,"141 999,00 EUR",20771,4 izbový byt / Predaj,Áno,Medveďovej,76 m2,Áno,Petržalka,NA,NA,NA,kompletná rekonštrukcia,NA
5143400,Nie,"129 500,00 EUR",661606,3 izbový byt / Predaj,Nie,Ševčenkova,64 m2,Áno,Petržalka,3 / 12,NA,NA,NA,NA
5144183,Áno,"250 000,00 EUR",NA,4 izbový byt / Predaj,Nie,Dunajská,132 m2,Nie,Staré Mesto,3 / 4,NA,tehla,kompletná rekonštrukcia,NA
5145111,Nie,"385 000,00 EUR",MKU39,3 izbový byt / Predaj,Nie,Žltá,100 m2,Áno,Petržalka,4 / 4,Novostavba,iný,NA,100 m2
5145112,Nie,"385 000,00 EUR",MKU40,4 izbový byt / Predaj,Nie,Žltá,100 m2,Áno,Petržalka,4 / 4,Novostavba,iný,NA,100 m2
5146078,Nie,"123 999,00 EUR",3021,2 izbový byt / Predaj,Nie,Záhradnícka,84 m2,Áno,Ružinov,2 / 7,NA,NA,NA,NA
5147757,Áno,"75 384,23 EUR",NA,1 izbový byt / Predaj,Nie,Uzbecká,39 m2,Áno,Podunajské Biskupice,NA,Novostavba,skelet,vo výstavbe,NA
5147769,Áno,"104 139,36 EUR",NA,2 izbový byt / Predaj,Nie,Uzbecká,56 m2,Áno,Podunajské Biskupice,NA,Novostavba,skelet,vo výstavbe,NA
5147780,Áno,"195 813,80 EUR",NA,3 izbový byt / Predaj,Nie,Uzbecká,108 m2,Áno,Podunajské Biskupice,NA,Novostavba,NA,NA,NA
5147788,Áno,"229 278,35 EUR",NA,4 izbový byt / Predaj,Nie,Uzbecká,134 m2,Áno,Podunajské Biskupice,NA,Novostavba,skelet,NA,NA
5147951,Nie,"80 999,00 EUR",20870,1 izbový byt / Predaj,Áno,Petržalka,35 m2,Áno,Petržalka,NA,NA,NA,kompletná rekonštrukcia,NA
5147995,Áno,"251 160,00 EUR",MKZ5,3 izbový byt / Predaj,Áno,Landererova,92 m2,Áno,Staré Mesto,5 / 33,Novostavba,iný,NA,90 m2
5148188,Nie,"74 900,00 EUR",1655966,1 izbový byt / Predaj,Áno,Hanulova,38 m2,Áno,Dúbravka,9 / 12,NA,panel,kompletná rekonštrukcia,38 m2
5148708,Áno,"125 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Toplianska,70 m2,Áno,Vrakuňa,3 / 8,NA,NA,NA,NA
5149660,Áno,"190 000,00 EUR",NA,2 izbový byt / Predaj,Áno,Jozefská,77 m2,Áno,Staré Mesto,2 / 5,Novostavba,NA,vo výstavbe,NA
5149755,Áno,"362 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Jozefská,147 m2,Áno,Staré Mesto,2 / 5,Novostavba,NA,vo výstavbe,NA
5149802,Áno,"251 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Jozefská,102 m2,Áno,Staré Mesto,2 / 4,Novostavba,NA,vo výstavbe,NA
5154516,Nie,"146 000,00 EUR",217,3 izbový byt / Predaj,Áno,Herlianska,66 m2,NA,Ružinov,NA,NA,NA,kompletná rekonštrukcia,NA
5156963,Nie,"97 000,00 EUR",330884,2 izbový byt / Predaj,Áno,Medveďovej,53 m2,Áno,"Petržalka, časť Ovsište",8 / 8,NA,panel,čiastočná rekonštrukcia,53 m2
5159494,Áno,"470 000,00 EUR",715,4 izbový byt / Predaj,Nie,Svetlá,202 m2,Áno,Staré Mesto,4 / 4,Novostavba,tehla,NA,138 m2
5161083,Áno,"250 000,00 EUR",NA,2 izbový byt / Predaj,Áno,Staré Grunty,122 m2,Áno,"Karlova Ves, časť Mlynská dolina",5 / 5,Novostavba,tehla,kompletná rekonštrukcia,NA
5163394,Nie,cena dohodou,NA,Nie,Nie,*****,15.8.2017 08:38:43,30 m2,NA,NA,NA,NA,NA,NA
5170987,Nie,"320 000,00 EUR",31008,4 izbový byt / Predaj,Nie,Miletičova,167 m2,Áno,Ružinov,5 / 5,NA,NA,kompletná rekonštrukcia,NA
5174709,Áno,"122 000,00 EUR",109523,3 izbový byt / Predaj,Áno,Krásnohorská,76 m2,Áno,Petržalka,1 / 8,NA,panel,NA,70 m2
5183048,Áno,"119 990,00 EUR",1655988,3 izbový byt / Predaj,Áno,Bílikova,66 m2,Áno,Dúbravka,4 / 8,NA,NA,čiastočná rekonštrukcia,NA
5188134,Nie,"112 000,00 EUR",21002,2 izbový byt / Predaj,Nie,Sklenárova,57 m2,NA,Ružinov,NA,NA,NA,čiastočná rekonštrukcia,NA
5189265,Áno,"86 000,00 EUR",670879,1 izbový byt / Predaj,Nie,Žltá,33 m2,Áno,Petržalka,3 / 4,Novostavba,tehla,NA,NA
5191933,Áno,"272 500,00 EUR",29029561,3 izbový byt / Predaj,Nie,Mliekárenská,110 m2,Áno,Ružinov,3 / 4,Novostavba,NA,NA,NA
5195801,Nie,"299 900,00 EUR",110121,3 izbový byt / Predaj,Áno,Žltá,139 m2,Áno,Petržalka,4 / 4,NA,panel,NA,80 m2
5201233,Áno,"73 300,00 EUR",A,2 izbový byt / Predaj,Áno,Odborárska 3,34 m2,Áno,Nové Mesto,0 / 4,Novostavba,tehla,kompletná rekonštrukcia,NA
5202013,Áno,"126 600,00 EUR",A,3 izbový byt / Predaj,Áno,Odborárska 3,64 m2,Áno,Nové Mesto,3 / 4,Novostavba,tehla,kompletná rekonštrukcia,NA
5202063,Áno,"116 000,00 EUR",670932,3 izbový byt / Predaj,Nie,Gessayova,71 m2,Áno,Petržalka,10 / 12,NA,panel,čiastočná rekonštrukcia,NA
5202685,Áno,"275 000,00 EUR",BP0404B1,3 izbový byt / Predaj,Nie,Mickiewiczova,102 m2,Áno,Staré Mesto,2 / 4,Novostavba,tehla,NA,NA
5204564,Nie,"103 000,00 EUR",299980084758102114,1 izbový byt / Predaj,Nie,Horská,32 m2,NA,Nové Mesto,NA,NA,NA,kompletná rekonštrukcia,NA
5205304,Áno,"119 500,00 EUR",500409,2 izbový byt / Predaj,Áno,Sibírska,64 m2,NA,Nové Mesto,1 / 8,NA,panel,kompletná rekonštrukcia,NA
5206415,Áno,"127 500,00 EUR",110388,3 izbový byt / Predaj,Áno,Lietavská,65 m2,Áno,Petržalka,6 / 12,NA,panel,NA,65 m2
5207029,Áno,"263 000,00 EUR",MS50,3 izbový byt / Predaj,Nie,Ľanová,100 m2,Nie,Ružinov,3 / 3,Novostavba,tehla,NA,NA
5207452,Áno,cena dohodou,15.8.2017 08:38:43,pôvodný,Nie,XXX,Z-031,55 m2,NA,NA,NA,Nie,panel,NA
5207996,Nie,"119 900,00 EUR",110436,2 izbový byt / Predaj,Áno,Geologická,60 m2,Áno,Podunajské Biskupice,2 / 3,NA,tehla,NA,60 m2
5209389,Áno,"255 000,00 EUR",NA,4 izbový byt / Predaj,Áno,Matejkova,122 m2,Áno,"Karlova Ves, časť Dlhé diely",4 / 7,Novostavba,tehla,čiastočná rekonštrukcia,NA
5209421,Áno,cena dohodou,15.8.2017 08:38:43,pôvodný,Áno,XXX,Z-032,80 m2,NA,NA,NA,Áno,panel,NA
5210278,Áno,"275 000,00 EUR",Rača -2-A403,3 izbový byt / Predaj,Nie,Pekná cesta,132 m2,Áno,Rača,3 / 4,Novostavba,NA,NA,NA
5211626,Áno,"117 500,00 EUR",NA,2 izbový byt / Predaj,Áno,Sibírska,56 m2,Nie,Nové Mesto,1 / 3,NA,panel,čiastočná rekonštrukcia,NA
5214292,Áno,"360 000,00 EUR",NA,4 izbový byt / Predaj,Áno,Tupého 25,144 m2,Áno,"Nové Mesto, časť Ahoj",1 / 4,Novostavba,tehla,NA,NA
5214382,Áno,"275 000,00 EUR",Rača-2-B203,3 izbový byt / Predaj,Nie,Pekná cesta,132 m2,Áno,Rača,2 / 4,Novostavba,NA,NA,NA
5214384,Áno,"247 250,00 EUR",Rača-2-B102,4 izbový byt / Predaj,Nie,Pekná cesta,128 m2,Áno,Rača,1 / 4,Novostavba,NA,NA,NA
5216402,Áno,"187 000,00 EUR",BP0407B2,3 izbový byt / Predaj,Nie,Plynárenská,82 m2,Áno,Ružinov,21 / 28,Novostavba,NA,NA,NA
5221982,Áno,"257 000,00 EUR",NA,4 izbový byt / Predaj,Áno,Klincová,111 m2,Áno,"Ružinov, časť Nivy",11 / 11,Novostavba,skelet,NA,NA
5221994,Nie,"265 000,00 EUR",1114972,4 izbový byt / Predaj,Áno,NA,130 m2,Nie,Staré Mesto,3 / 4,NA,tehla,pôvodný,NA
5224516,Nie,"85 000,00 EUR",2999800847581022325,1 izbový byt / Predaj,Nie,Vyšehradská,36 m2,NA,Petržalka,NA,Novostavba,NA,NA,NA
5226117,Áno,"124 900,00 EUR",110592,2 izbový byt / Predaj,Áno,Dúbravka,71 m2,Áno,Dúbravka,11 / 12,NA,panel,NA,63 m2
5227585,Nie,"68 000,00 EUR",NA,1 izbový byt / Predaj,Áno,Homolova,38 m2,Áno,Dúbravka,3 / 6,NA,panel,pôvodný,NA
5229794,Áno,"129 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Jána Poničana,74 m2,Áno,Devínska Nová Ves,3 / 11,NA,panel,čiastočná rekonštrukcia,74 m2
5237631,Áno,"170 000,00 EUR",MOC-377,1 izbový byt / Predaj,Nie,Staré Grunty,60 m2,Áno,Karlova Ves,NA,Novostavba,NA,NA,NA
5238989,Nie,"195 000,00 EUR",1915735,3 izbový byt / Predaj,Áno,Skalná,83 m2,Nie,Staré Mesto,1 / 4,NA,NA,pôvodný,NA
5239592,Áno,"109 900,80 EUR",159051,2 izbový byt / Predaj,Nie,Trnavská cesta,54 m2,NA,Ružinov,2 / 6,NA,tehla,vo výstavbe,49 m2
5240269,Áno,"360 000,00 EUR",1280,3 izbový byt / Predaj,Áno,Landererova,101 m2,Áno,Staré Mesto,14 / 33,Novostavba,NA,NA,NA
5241873,Áno,"143 000,00 EUR",111059,3 izbový byt / Predaj,Áno,Raketová,68 m2,Nie,Ružinov,1 / 3,NA,tehla,NA,68 m2
5247686,Nie,"173 000,00 EUR",BP0421B5,4 izbový byt / Predaj,Nie,Vyšehradská,87 m2,Nie,Petržalka,0 / 4,NA,NA,kompletná rekonštrukcia,NA
5251699,Áno,"139 000,00 EUR",NA,2 izbový byt / Predaj,Áno,Ulica 29. augusta,52 m2,Áno,Staré Mesto,NA,Novostavba,NA,vo výstavbe,56 m2
5251724,Áno,"205 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Ulica 29. augusta,86 m2,Áno,Staré Mesto,NA,Novostavba,NA,vo výstavbe,90 m2
5252905,Nie,"309 900,00 EUR",B.25a,4 izbový byt / Predaj,Áno,Pri Vápenickom potoku,137 m2,Áno,Záhorská Bystrica,3 / 3,Novostavba,tehla,vo výstavbe,NA
5255143,Áno,"214 550,00 EUR",017-F23,4 izbový byt / Predaj,Áno,Polianky,93 m2,Áno,Dúbravka,1 / 5,Novostavba,NA,NA,NA
5260520,Nie,"322 447,00 EUR",MOC-381,3 izbový byt / Predaj,Nie,Na pažiti,105 m2,Áno,Nové Mesto,4 / 5,Novostavba,NA,NA,NA
5260758,Nie,"95 000,00 EUR",PG28,1 izbový byt / Predaj,Áno,Píniová,40 m2,Nie,Vrakuňa,1 / 4,Novostavba,tehla,NA,NA
5261219,Nie,"406 980,00 EUR",220006,2 izbový byt / Predaj,Nie,Námestie SNP,96 m2,Áno,Staré Mesto,6 / 7,NA,NA,NA,NA
5262426,Áno,"132 500,00 EUR",111573,2 izbový byt / Predaj,Áno,Kašmírska,67 m2,Nie,Ružinov,2 / 3,NA,tehla,NA,67 m2
5263060,Áno,"132 000,00 EUR",1681894,2 izbový byt / Predaj,Nie,Kadnárova,58 m2,Nie,Rača,3 / 4,NA,tehla,kompletná rekonštrukcia,NA
5263714,Áno,"132 000,00 EUR",BA11674,2 izbový byt / Predaj,Áno,Kadnárova,60 m2,Nie,Rača,3 / 4,NA,NA,kompletná rekonštrukcia,NA
5264481,Áno,"134 000,00 EUR",MJ-226,2 izbový byt / Predaj,Nie,Kadnárova,58 m2,Nie,Rača,3 / 4,NA,NA,kompletná rekonštrukcia,60 m2
5264702,Áno,"125 000,00 EUR",671087,3 izbový byt / Predaj,Nie,Vyšehradská,74 m2,Áno,Petržalka,3 / 8,NA,panel,čiastočná rekonštrukcia,NA
5265869,Áno,"122 000,00 EUR",228,3 izbový byt / Predaj,Áno,Vyšehradská,74 m2,Áno,Petržalka,3 / 8,NA,panel,čiastočná rekonštrukcia,NA
5268810,Áno,"195 000,00 EUR",3040,3 izbový byt / Predaj,Nie,Vrakuňská cesta,112 m2,NA,Podunajské Biskupice,5 / 5,Novostavba,tehla,NA,92 m2
5269060,Nie,"99 800,00 EUR",157,2 izbový byt / Predaj,Nie,Tomanova,47 m2,Nie,Vajnory,4 / 4,Novostavba,tehla,NA,NA
5269377,Áno,"195 000,00 EUR",3040,3 izbový byt / Predaj,Nie,Vrakuňská cesta,112 m2,NA,Podunajské Biskupice,5 / 5,Novostavba,tehla,NA,92 m2
5272266,Nie,"165 890,00 EUR",NRB.2.1.5,3 izbový byt / Predaj,Áno,Bajkalská,75 m2,NA,Ružinov,1 / 0,NA,NA,NA,NA
5274130,Áno,"133 700,00 EUR",NA,2 izbový byt / Predaj,Áno,Kadnárova,60 m2,Nie,Rača,3 / 4,NA,tehla,kompletná rekonštrukcia,NA
5275364,Áno,"125 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Haburská,64 m2,Áno,"Ružinov, časť Štrkovec",1 / 6,NA,panel,čiastočná rekonštrukcia,NA
5275610,Áno,"280 000,00 EUR",NA,4 izbový byt / Predaj,Áno,NA,99 m2,Áno,"Ružinov, časť Štrkovec",NA,Novostavba,NA,NA,NA
5276361,Nie,"349 000,00 EUR",MG208,3 izbový byt / Predaj,Nie,Dunajská,157 m2,Áno,Staré Mesto,3 / 3,Novostavba,tehla,NA,NA
5276739,Áno,"253 000,00 EUR",20844,3 izbový byt / Predaj,Áno,Tupého,115 m2,Áno,Nové Mesto,NA,NA,NA,NA,NA
5277086,Nie,"88 000,00 EUR",111912,3 izbový byt / Predaj,Áno,Šancová,59 m2,Nie,Staré Mesto,0 / 4,NA,tehla,NA,59 m2
5277998,Nie,"173 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Ulica 29. augusta,70 m2,Nie,Staré Mesto,1 / 0,NA,tehla,kompletná rekonštrukcia,NA
5278797,Nie,"120 500,00 EUR",29029795,2 izbový byt / Predaj,Nie,Sibírska,54 m2,NA,Nové Mesto,NA,NA,NA,NA,NA
5279453,Nie,"133 990,00 EUR",BA11361,3 izbový byt / Predaj,Nie,Šintavská,73 m2,NA,Petržalka,3 / 8,NA,NA,kompletná rekonštrukcia,NA
5279555,Áno,"131 000,00 EUR",111973,3 izbový byt / Predaj,Áno,Smolenická,72 m2,Áno,Petržalka,1 / 12,NA,panel,NA,72 m2
5281345,Nie,"396 000,00 EUR",66662468006762704,3 izbový byt / Predaj,Áno,Paulínyho,141 m2,Áno,Staré Mesto,3 / 3,NA,tehla,kompletná rekonštrukcia,NA
5282359,Áno,"132 000,00 EUR",337,2 izbový byt / Predaj,Áno,Kadnárová,60 m2,Nie,"Rača, časť Rača",3 / 4,NA,tehla,kompletná rekonštrukcia,NA
5282793,Áno,"120 996,60 EUR",4DP,4 izbový byt / Predaj,Áno,Panónska cesta,60 m2,Áno,Petržalka,3 / 7,Novostavba,tehla,vo výstavbe,NA
5285110,Nie,"105 000,00 EUR",4489,1 izbový byt / Predaj,Áno,Mozartova,38 m2,Áno,Staré Mesto,4 / 6,NA,panel,čiastočná rekonštrukcia,NA
5285616,Áno,"274 000,00 EUR",LC2410N,3 izbový byt / Predaj,Áno,Kysucká,98 m2,Áno,Staré Mesto,3 / 5,Novostavba,NA,NA,NA
5285866,Nie,"99 147,00 EUR",159073,1 izbový byt / Predaj,Áno,Jarabinková,49 m2,Áno,Ružinov,4 / 6,NA,NA,vo výstavbe,41 m2
5286432,Nie,"91 900,00 EUR",333,3 izbový byt / Predaj,Nie,Šancová,59 m2,Nie,Staré Mesto,NA,NA,panel,kompletná rekonštrukcia,NA
5286992,Áno,"338 200,00 EUR",83018,3 izbový byt / Predaj,Nie,Búdková,109 m2,Áno,Staré Mesto,2 / 7,Novostavba,tehla,NA,NA
5286994,Áno,"232 800,00 EUR",83017,2 izbový byt / Predaj,Nie,Búdková,69 m2,Áno,Staré Mesto,6 / 7,Novostavba,tehla,NA,NA
5287724,Áno,"140 000,00 EUR",NA,2 izbový byt / Predaj,Áno,Kadnárova,60 m2,Nie,"Rača, časť Krasňany",NA,NA,tehla,kompletná rekonštrukcia,NA
5287878,Áno,"125 500,00 EUR",1.844674407371E+231,2 izbový byt / Predaj,Nie,Zadunajská cesta,47 m2,Áno,Petržalka,9 / 12,Novostavba,NA,NA,NA
5288140,Áno,"99 900,00 EUR",330915,Dvojgarsónka / Predaj,Áno,Vavilovova 26,53 m2,Áno,"Petržalka, časť Dvory",4 / 12,NA,panel,čiastočná rekonštrukcia,NA
5288277,Áno,"100 000,00 EUR",NA,1 izbový byt / Predaj,Áno,Nejedlého,37 m2,Áno,Dúbravka,2 / 12,Novostavba,panel,NA,NA
5290923,Nie,"754 320,00 EUR",220009,4 izbový byt / Predaj,Nie,Námestie SNP,186 m2,Áno,Staré Mesto,6 / 7,NA,NA,NA,NA
5292341,Áno,"556 500,00 EUR",220048,4 izbový byt / Predaj,Nie,Zámocká,188 m2,Áno,Staré Mesto,4 / 4,NA,NA,NA,NA
5308094,Áno,"182 098,80 EUR",NA,2 izbový byt / Predaj,Nie,Búdková,54 m2,Áno,Staré Mesto,1 / 5,Novostavba,tehla,vo výstavbe,NA
5308437,Áno,"334 789,20 EUR",NA,3 izbový byt / Predaj,Nie,Búdková,109 m2,Áno,Staré Mesto,2 / 5,Novostavba,NA,NA,NA
5308480,Áno,"96 800,00 EUR",MIER-A24,1 izbový byt / Predaj,Áno,NA,39 m2,Áno,"Ružinov, časť Prievoz",1 / 5,Novostavba,tehla,NA,NA
5308549,Áno,"298 000,00 EUR",31054,3 izbový byt / Predaj,Nie,Legionárska 5,116 m2,Nie,Staré Mesto,3 / 5,NA,NA,kompletná rekonštrukcia,NA
5309889,Nie,"154 800,00 EUR",MIER-A43,2 izbový byt / Predaj,Áno,NA,49 m2,Áno,"Ružinov, časť Prievoz",3 / 5,Novostavba,tehla,NA,NA
5309915,Áno,"145 800,00 EUR",MIER-A35,2 izbový byt / Predaj,Áno,NA,63 m2,Áno,"Ružinov, časť Prievoz",2 / 5,Novostavba,tehla,NA,NA
5310032,Áno,"193 800,00 EUR",MIER-A52,3 izbový byt / Predaj,Áno,Mierová,81 m2,Áno,"Ružinov, časť Prievoz",4 / 5,Novostavba,tehla,NA,NA
5310073,Áno,"198 800,00 EUR",MIER-B52,3 izbový byt / Predaj,Áno,Mierová,81 m2,Áno,"Ružinov, časť Prievoz",4 / 5,Novostavba,tehla,NA,NA
5310092,Áno,"215 800,00 EUR",MIER-A32,3 izbový byt / Predaj,Áno,Mierová,99 m2,Áno,"Ružinov, časť Prievoz",2 / 5,Novostavba,tehla,NA,NA
5310115,Áno,"244 000,00 EUR",MIER-B42,3 izbový byt / Predaj,Áno,Mierová,82 m2,Áno,"Ružinov, časť Prievoz",3 / 5,Novostavba,tehla,NA,NA
5310519,Áno,"328 000,00 EUR",MIER-B61,4 izbový byt / Predaj,Áno,Mierová,184 m2,Áno,"Ružinov, časť Prievoz",5 / 5,Novostavba,tehla,NA,NA
5311524,Nie,"150 400,00 EUR",3051,2 izbový byt / Predaj,Nie,Jégého,59 m2,NA,Ružinov,NA,Novostavba,NA,NA,NA
5312957,Áno,"185 900,00 EUR",1369,3 izbový byt / Predaj,Áno,Čapajevova,93 m2,Áno,Petržalka,4 / 13,Novostavba,NA,vo výstavbe,NA
5313043,Áno,"185 900,00 EUR",1374,3 izbový byt / Predaj,Áno,Čapajevova,93 m2,Áno,Petržalka,5 / 13,Novostavba,NA,vo výstavbe,NA
5313592,Áno,"107 900,00 EUR",2176,2 izbový byt / Predaj,Áno,Rovníková,44 m2,Áno,Ružinov,1 / 7,NA,panel,kompletná rekonštrukcia,NA
5314083,Áno,"115 000,00 EUR",671138,1 izbový byt / Predaj,Nie,Rastislavova,5 m2,Áno,Ružinov,4 / 5,Novostavba,tehla,NA,NA
5314240,Nie,"280 000,00 EUR",671145,4 izbový byt / Predaj,Nie,Radlinského,211 m2,Nie,Staré Mesto,7 / 7,NA,tehla,kompletná rekonštrukcia,NA
5315823,Áno,"122 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Lachova,79 m2,Áno,"Petržalka, časť Háje",12 / 12,NA,panel,čiastočná rekonštrukcia,NA
5318816,Nie,"201 750,00 EUR",PSO092/16,4 izbový byt / Predaj,Nie,Langsfeldova,138 m2,NA,Staré Mesto,NA,NA,NA,NA,NA
5320779,Áno,"235 000,00 EUR",NA,3 izbový byt / Predaj,Nie,Kozia,71 m2,Nie,Staré Mesto,NA,Novostavba,tehla,kompletná rekonštrukcia,34 m2
5321787,Nie,"78 000,00 EUR",20861,1 izbový byt / Predaj,Nie,NA,33 m2,Áno,Ružinov,NA,NA,NA,NA,NA
5327113,Áno,"178 000,00 EUR",NA,3 izbový byt / Predaj,Áno,NA,70 m2,Nie,Nové Mesto,2 / 0,NA,tehla,kompletná rekonštrukcia,NA
5327915,Nie,"349 990,00 EUR",9,4 izbový byt / Predaj,Nie,NA,147 m2,Nie,Staré Mesto,NA,Novostavba,NA,NA,NA
5328479,Áno,"175 000,00 EUR",BEN-17,3 izbový byt / Predaj,Nie,Riazanská,71 m2,NA,Nové Mesto,2 / 0,NA,NA,kompletná rekonštrukcia,NA
5329562,Nie,"210 000,00 EUR",NA,2 izbový byt / Predaj,Áno,NA,87 m2,Áno,Staré Mesto,2 / 4,NA,panel,čiastočná rekonštrukcia,NA
5329651,Áno,"113 000,00 EUR",115813,2 izbový byt / Predaj,Nie,Martinčekova,50 m2,Áno,"Ružinov, časť Nivy",5 / 6,NA,panel,čiastočná rekonštrukcia,NA
5330819,Nie,"119 000,00 EUR",M420,2 izbový byt / Predaj,Nie,Štefunkova,68 m2,Áno,"Ružinov, časť Pošeň",NA,NA,panel,pôvodný,NA
5332311,Nie,"128 000,00 EUR",BF179,2 izbový byt / Predaj,Nie,Hollého,38 m2,Áno,Staré Mesto,2 / 5,NA,tehla,kompletná rekonštrukcia,NA
5332861,Áno,"225 000,00 EUR",33248,3 izbový byt / Predaj,Nie,NA,96 m2,Áno,Nové Mesto,NA,Novostavba,NA,NA,NA
5333309,Áno,"265 000,00 EUR",33256,4 izbový byt / Predaj,Nie,NA,118 m2,Áno,Nové Mesto,NA,Novostavba,NA,NA,NA
5333490,Áno,"151 500,00 EUR",BP0444B4,3 izbový byt / Predaj,Áno,Jána Poničana,73 m2,Áno,Devínska Nová Ves,7 / 12,NA,NA,kompletná rekonštrukcia,NA
5333903,Nie,"91 000,00 EUR",BA116SF,2 izbový byt / Predaj,Nie,Čiližská,45 m2,Nie,Vrakuňa,4 / 6,NA,panel,kompletná rekonštrukcia,45 m2
5334439,Áno,"169 900,00 EUR",22674,3 izbový byt / Predaj,Áno,Riazanská,72 m2,NA,Nové Mesto,NA,NA,NA,kompletná rekonštrukcia,NA
5336140,Áno,"380 000,00 EUR",NA,3 izbový byt / Predaj,Nie,Tupého,123 m2,Áno,"Nové Mesto, časť Koliba",3 / 4,Novostavba,tehla,NA,NA
5336707,Áno,"131 000,00 EUR",671215,3 izbový byt / Predaj,Nie,Rovniankova,68 m2,Áno,Petržalka,4 / 12,NA,panel,kompletná rekonštrukcia,NA
5336733,Nie,"174 080,00 EUR",22714,2 izbový byt / Predaj,Áno,Horská,66 m2,Áno,Rača,NA,Novostavba,NA,NA,NA
5336956,Áno,"280 000,00 EUR",NA,3 izbový byt / Predaj,Nie,Tupého,93 m2,Áno,"Nové Mesto, časť Koliba",5 / 6,NA,NA,NA,NA
5337030,Nie,"143 000,00 EUR",31063,2 izbový byt / Predaj,Áno,Dlhé diely III.,52 m2,Áno,Karlova Ves,1 / 4,Novostavba,NA,NA,NA
5354577,Áno,"190 000,00 EUR",113029,3 izbový byt / Predaj,Áno,Račianska,70 m2,Áno,Nové Mesto,4 / 7,NA,tehla,NA,70 m2
5354729,Nie,"195 000,00 EUR",mama147,3 izbový byt / Predaj,Nie,Plynárenská,83 m2,Áno,Ružinov,21 / 25,Novostavba,NA,NA,NA
5359281,Nie,"265 000,00 EUR",329290,2 izbový byt / Predaj,Nie,Klariská,100 m2,Nie,Staré Mesto,4 / 4,NA,tehla,kompletná rekonštrukcia,NA
5359365,Áno,"199 990,00 EUR",241,4 izbový byt / Predaj,Áno,Palkovičova,107 m2,Áno,Ružinov,NA,NA,NA,kompletná rekonštrukcia,NA
5359369,Áno,"153 000,00 EUR",20876,3 izbový byt / Predaj,Nie,NA,73 m2,Áno,Devínska Nová Ves,7 / 12,NA,panel,kompletná rekonštrukcia,NA
5363676,Áno,"132 000,00 EUR",22808,2 izbový byt / Predaj,Áno,Ružinov,55 m2,Áno,Ružinov,NA,NA,NA,kompletná rekonštrukcia,NA
5363805,Áno,"182 300,00 EUR",2C-901,3 izbový byt / Predaj,Nie,Nobelova,67 m2,Áno,Nové Mesto,9 / 9,Novostavba,NA,NA,NA
5366045,Nie,"120 000,00 EUR",279,2 izbový byt / Predaj,Áno,Komárnická,55 m2,Áno,Ružinov,8 / 9,NA,NA,čiastočná rekonštrukcia,NA
5366224,Áno,"125 000,00 EUR",NA,4 izbový byt / Predaj,Áno,Homolova,78 m2,Nie,Dúbravka,NA,NA,tehla,čiastočná rekonštrukcia,78 m2
5371508,Nie,"160 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Ulica 29. augusta 11,70 m2,Nie,Staré Mesto,1 / 5,NA,tehla,čiastočná rekonštrukcia,70 m2
5371527,Áno,"299 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Račianska,137 m2,Nie,Nové Mesto,NA,NA,tehla,kompletná rekonštrukcia,NA
5372244,Áno,cena dohodou,NA,tehla,Nie,Strážna,8.8.2016 10:51:48,2 / 3,NA,164 m2,NA,Áno,NA,NA
5372350,Áno,cena dohodou,NA,tehla,Áno,Račianske mýto,Novostavba,7 / 9,NA,337 m2,2.8.2017 10:29:10,Áno,NA,NA
5372693,Nie,"106 000,00 EUR",BF_137,2 izbový byt / Predaj,Nie,Dunajská,61 m2,NA,Staré Mesto,0 / 4,NA,tehla,kompletná rekonštrukcia,NA
5372696,Áno,"225 000,00 EUR",450,3 izbový byt / Predaj,Áno,Kuklovská,98 m2,NA,Karlova Ves,3 / 0,NA,NA,NA,NA
5375210,Áno,cena dohodou,NA,tehla,Áno,Koliba,Novostavba,3 / 3,NA,158 m2,10.8.2016 08:57:31,Nie,NA,NA
5376028,Áno,"119 900,00 EUR",NA,4 izbový byt / Predaj,Áno,NA,123 m2,Áno,Podunajské Biskupice,4 / 4,Novostavba,tehla,vo výstavbe,NA
